repo,commit_sha_full,commit_sha,commit_message,commit_type,language,author,committed_at,commit_hour,day_of_week,is_weekend,is_night_commit,lines_added,lines_deleted,files_changed,test_files_changed,num_methods,avg_complexity,is_buggy,label_source,language_group,time_period,confidence,linked_issue,churn_ratio,test_ratio,complexity_per_file,prior_bugs_author
keras-team/keras,f5869e33d137f4af2be008a93c0424105364e7f1,f5869e33d1,Implement percentile function in keras.ops (#22754)  * add percentile for backends  * add percentile for ops  * add numpy_test  * sync master  * update code by gemini review,feature,Python,Ugeun Park,2026-04-23 16:32:41-07:00,16,3,0,0,255,1,12,2,14,1.71,0,clean,Python,2024-2026,1.0,,127.5,0.15,0.13,0
keras-team/keras,386171fdb5d68ccd33c9867341f17d27cbbea2d4,386171fdb5,Validate trainable arg as bool in Layer.__init__ (#22740)  * Validate trainable arg as bool in Layer.__init__  Fixes #22699.  `deserialize_keras_object` (and direct construction) silently accepted non,bugfix,Python,Minho Ryu,2026-04-23 16:41:51-07:00,16,3,0,0,14,0,2,1,2,4.0,0,clean,Python,2024-2026,1.0,,14.0,0.33,1.33,0
scikit-learn/scikit-learn,dfdda0464ec5a45db877493b99bf5e4408c504a8,dfdda0464e,"Fix `check_array(..., dtype='numeric')` to raise `ValueError` on `pandas.StringDType` inputs (#33491)  Co-authored-by: Jérémie du Boisberranger <jeremie@probabl.ai>",bugfix,Python,Olivier Grisel,2026-04-23 17:15:51+02:00,17,3,0,0,62,5,3,1,3,26.0,0,clean,Python,2024-2026,1.0,,10.33,0.25,6.5,0
scikit-learn/scikit-learn,7cc2bee643f0179a10007ec6a80a5165ec555e86,7cc2bee643,DOC Update DOI badge in README.rst (#33841),docs,Unknown,Riya Jha,2026-04-23 17:43:50+02:00,17,3,0,0,1,1,1,0,0,0.0,0,clean,Python,2024-2026,1.0,,0.5,0.0,0.0,0
keras-team/keras,8de392af63dd32b80b35c5e0362b52ebfdcafd15,8de392af63,Fix FeatureSpace and IndexLookup tests convert_to_numpy for TF tensors (#22750)  * Fix FeatureSpace convert_to_numpy for TF tensors  * same turnaround for IndexLookupLayerTests,bugfix,Python,Aditya Goyal,2026-04-23 18:22:52-07:00,18,3,0,0,7,13,3,2,3,6.67,0,clean,Python,2024-2026,1.0,,0.5,0.5,1.67,0
keras-team/keras,92ff0ddee5f9772c96f3a1243ed0cd82b16e62c0,92ff0ddee5,[OpenVINO] Removed depthwise_conv test exclusions (#22751),test,Python,Aditya Goyal,2026-04-23 18:23:39-07:00,18,3,0,0,0,8,2,1,1,2.0,0,clean,Python,2024-2026,1.0,,0.0,0.33,0.67,0
keras-team/keras,1f270702e8464e40cb9635a1db73ff06dce59ec1,1f270702e8,[OpenVINO] Implement cholesky op (#22759)  * [OpenVINO] Implement cholesky op  * add warning msg  * address review comments,feature,Python,Aditya Goyal,2026-04-23 18:27:57-07:00,18,3,0,0,231,6,3,2,2,4.0,0,clean,Python,2024-2026,1.0,,33.0,0.5,1.0,0
keras-team/keras,b5e8334f4e917f8efee31d6017a169861e0a5848,b5e8334f4e,[OpenVINO] Implement compute_homography_matrix as a public fn (#22760)  * [OpenVINO] Implement compute_homography_matrix as a public fn  * refactor the helper func into main fn  * address review comme,feature,Python,Aditya Goyal,2026-04-23 18:29:06-07:00,18,3,0,0,16,27,2,1,9,3.78,0,clean,Python,2024-2026,1.0,,0.57,0.33,1.26,0
keras-team/keras,0dd8a15df6aaaa9522e69625bd9e7902f28244ce,0dd8a15df6,[OpenVINO] Fix backend applying dropout during predict (#22761),bugfix,Python,Aditya Goyal,2026-04-23 18:30:11-07:00,18,3,0,0,4,2,2,1,1,10.0,0,clean,Python,2024-2026,1.0,,1.33,0.33,3.33,0
keras-team/keras,7a2fbd255e3f1ce4a3b8ebb2f3d244e6f4c5147b,7a2fbd255e,[OpenVINO] Implement nanmedian and nanpercentile ops (#22762)  * [OpenVINO] Implement nanmedian and nanpercentile ops  * simplify  ---------  Co-authored-by: hertschuh <1091026+hertschuh@users.noreply,feature,Python,Aditya Goyal,2026-04-23 18:34:00-07:00,18,3,0,0,3,9,2,1,2,1.0,0,clean,Python,2024-2026,1.0,,0.3,0.33,0.33,0
scikit-learn/scikit-learn,8ad241439ea37ab0840adef25320a2e9e86e9891,8ad241439e,DOC fix DecisionBoundaryDisplay color consistency in plot_sgd_iris example (#33719),bugfix,Python,Anvay,2026-04-23 18:44:13+02:00,18,3,0,0,1,2,1,0,0,0.0,0,clean,Python,2024-2026,1.0,,0.33,0.0,0.0,0
scikit-learn/scikit-learn,fd183c70f4f3026bb5d4849dc0819f18d2f0587b,fd183c70f4,DOC FIX annoying blue underscores in `README.rst` (#33834),bugfix,Unknown,Christian Veenhuis,2026-04-23 21:17:07+00:00,21,3,0,0,4,4,1,0,0,0.0,0,clean,Python,2024-2026,1.0,,0.8,0.0,0.0,0
keras-team/keras,084ed3db92b5beb16242bde7d916e3f12041067a,084ed3db92,Skip tree.flatten in any_symbolic_tensors for non-nested args (#22674)  * Skip tree.flatten in any_symbolic_tensors for non-nested args  * Update keras/src/backend/common/keras_tensor.py  Co-authored-,other,Python,Marcos Ashton,2026-04-24 09:46:33-07:00,9,4,0,0,8,5,1,0,1,9.0,0,clean,Python,2024-2026,1.0,,1.33,0.0,4.5,0
keras-team/keras,6672dcb72bf1f82d6ad13a7076f0d00f67a3ba61,6672dcb72b,more informative error-handling of missing keys during deserialization of sequential model (#22728)  * more informative error-handling of missing keys during deserialization of sequential model  * add,feature,Python,Shaunak Das,2026-04-24 10:14:22-07:00,10,4,0,0,82,0,3,1,5,5.2,0,clean,Python,2024-2026,1.0,,82.0,0.25,1.3,0
keras-team/keras,3d9faf5526208bd16ea7eb2140a584b3debd9af8,3d9faf5526,Support dict/list inputs in torch ONNX export (#22737)  * Support dict/list inputs in torch ONNX export  * Update keras/src/export/onnx.py  Co-authored-by: gemini-code-assist[bot] <176961590+gemini-co,other,Python,Marcos Ashton,2026-04-24 10:22:54-07:00,10,4,0,0,41,22,2,1,4,11.25,0,clean,Python,2024-2026,1.0,,1.78,0.33,3.75,0
keras-team/keras,f6a25f8b06198a6420061759efa16d0e35381aca,f6a25f8b06,[OpenVINO] Implement percentile op (#22765)  * [OpenVINO] Implement percentile op  * simplification,feature,Python,Aditya Goyal,2026-04-24 10:25:25-07:00,10,4,0,0,2,4,2,1,1,1.0,0,clean,Python,2024-2026,1.0,,0.4,0.33,0.33,0
keras-team/keras,03dc7652f94ad78dbba4f11f3b9e9c567ddcb17c,03dc7652f9,[OpenVINO] Fix __truediv__  to promote int to float before division (#22766)  * [OpenVINO] Fix __truediv__  to promote int to float before division  * fix belongs in align_operand_types itself,bugfix,Python,Aditya Goyal,2026-04-24 10:26:16-07:00,10,4,0,0,7,5,2,1,4,3.25,0,clean,Python,2024-2026,1.0,,1.17,0.33,1.08,0
keras-team/keras,c0d0bcfbb474759815bed87d7aad9015e19b659f,c0d0bcfbb4,Support negative axes in keras.ops.transpose (#22689)  * fix: canonicalize axes in transpose function  * test: add cases for negative axes in transpose function  * fix: formatting and missing check in,bugfix,Python,Miguel Gomes,2026-04-24 10:58:03-07:00,10,4,0,0,15,2,3,1,3,2.67,0,clean,Python,2024-2026,1.0,,5.0,0.25,0.67,0
keras-team/keras,634e89502bd6d56b34a5fec3bb5aabc163f2a43f,634e89502b,Validate input channels match kernel in depthwise/separable conv (#22687)  * fix(nn): validate input channels match kernel in depthwise_conv and separable_conv  * chore: trigger CI re-run  * fix(test),bugfix,Python,rstar327,2026-04-24 11:06:31-07:00,11,4,0,0,67,2,5,0,9,4.11,0,clean,Python,2024-2026,1.0,,22.33,0.0,0.68,0
keras-team/keras,9eb6394c863a7d6673205e0a80497fbffb966b0a,9eb6394c86,Dynamically handle future scikit-learn metadata routing deprecation (#22723)  * fix meta data routing  * removing try/except  * format fix,bugfix,Python,andersendsa,2026-04-24 13:39:18-07:00,13,4,0,0,13,3,1,0,1,4.0,0,clean,Python,2024-2026,1.0,,3.25,0.0,2.0,0
keras-team/keras,1503c207d3c56d830778fad389ee8306711a04ba,1503c207d3,[OpenVINO] Fix zeros/ones/empty/full for dynamic shapes (#22747)  * [OpenVINO] Fix zeros/ones/empty/full for dynamic shapes; revert #22681  * randomzoom dynamic test inclusion,bugfix,Python,Aditya Goyal,2026-04-24 13:40:51-07:00,13,4,0,0,15,16,3,1,5,4.8,0,clean,Python,2024-2026,1.0,,0.88,0.25,1.2,0
keras-team/keras,1f67ef11807e4202293722eb3eb677caf3d2884f,1f67ef1180,Add AI Contribution Policy and link in PR template. (#22775)  - Added AI Contribution Policy in CONTRIBUTING.md - PR template links to it,feature,Unknown,hertschuh,2026-04-24 16:00:28-07:00,16,4,0,0,68,3,2,0,0,0.0,0,clean,Python,2024-2026,1.0,,17.0,0.0,0.0,0
keras-team/keras,0029a27c0a0fda9391fa15481f9db6ca712c9bd5,0029a27c0a,Pass Python strings to TextVectorization standardize on non-TF backends (#22661)  * Pass Python strings to TextVectorization standardize on non-TF backends  Fixes #22626.  * Pass NumPy string arrays t,bugfix,Python,Marcos Ashton,2026-04-24 16:01:02-07:00,16,4,0,0,97,18,2,1,5,6.6,0,clean,Python,2024-2026,1.0,,5.11,0.33,2.2,0
scikit-learn/scikit-learn,9db12f00a6da119e7d500d0c643ace6c81c5b0ec,9db12f00a6,DOC Use DecisionBoundaryDisplay colors for scatter in Nearest Neighbors Classification example (#33849),docs,Python,Anne Beyer,2026-04-24 17:25:02+02:00,17,4,0,0,6,2,1,0,0,0.0,0,clean,Python,2024-2026,1.0,,2.0,0.0,0.0,0
scikit-learn/scikit-learn,35bf8c6653ce8221a04a75f7a4ff49c25629a5f5,35bf8c6653,TST Add common test for mixed namespace/device array inputs to estimators (#33525)  Co-authored-by: Omar Salman <omar.salman@arbisoft.com>,feature,Python,Lucy Liu,2026-04-25 01:03:15+00:00,1,5,1,1,237,70,8,1,12,13.33,0,clean,Python,2024-2026,1.0,,3.34,0.11,1.48,0
scikit-learn/scikit-learn,c2310ba55a9c0c23fd0af38013395485a81b2c58,c2310ba55a,DOC improve safe_sparse_dot docstring and remove stale ignore entry (#33853),docs,Python,Dhruv Sharma,2026-04-25 13:07:17+02:00,13,5,1,0,2,1,2,1,1,19.0,0,clean,Python,2024-2026,1.0,,1.0,0.33,6.33,0
keras-team/keras,86683adfa8ef6c19ea6b4565fe2ba26c67751d63,86683adfa8,"Make test workflows consistent and add coverage. (#22734)  - Made `actions.yml`, `gpu_tests.yml`, `tpu_tests.yml` more consistent in structure and approach. - Added coverage for GPU and TPU tests. - A",feature,Unknown,hertschuh,2026-04-25 15:35:10-07:00,15,5,1,0,73,37,4,2,0,0.0,0,clean,Python,2024-2026,1.0,,1.92,0.4,0.0,0
keras-team/keras,8f5a00c30f8f25c9d4cc4c194421935ab6715f15,8f5a00c30f,Optimize merge_scores (#22773),other,Python,andersendsa,2026-04-25 15:52:56-07:00,15,5,1,0,3,5,1,0,2,3.0,0,clean,Python,2024-2026,1.0,,0.5,0.0,1.5,0
scikit-learn/scikit-learn,037ff5b6ec229d84cf8fee5942cce28c3fea4858,037ff5b6ec,:lock: :robot: CI Update lock files for array-api CI build(s) :lock: :robot: (#33863)  Co-authored-by: Lock file bot <noreply@github.com>,other,Unknown,scikit-learn-bot,2026-04-27 10:10:53+02:00,10,0,0,0,25,24,1,1,0,0.0,0,clean,Python,2024-2026,1.0,,1.0,0.5,0.0,0
scikit-learn/scikit-learn,5e15766f01adbe20bbbfba41a2f0145ce5eece15,5e15766f01,:lock: :robot: CI Update lock files for free-threaded CI build(s) :lock: :robot: (#33861)  Co-authored-by: Lock file bot <noreply@github.com>,other,Unknown,scikit-learn-bot,2026-04-27 10:11:15+02:00,10,0,0,0,3,3,1,1,0,0.0,0,clean,Python,2024-2026,1.0,,0.75,0.5,0.0,0
scikit-learn/scikit-learn,2c5567bb7936e7b5c75a8ad527528e64f11756da,2c5567bb79,FIX use the correct base URL for openml.org API calls (#33868),bugfix,Python,Olivier Grisel,2026-04-27 12:45:05+02:00,12,0,0,0,12,7,3,1,1,2.0,0,clean,Python,2024-2026,1.0,,1.5,0.25,0.5,0
holoviz/holoviews,73b3f945e890eff6fddcfed82bbd86b4de77d383,73b3f945e8,build: Fix conda build by explicit adding pip (#6858),bugfix,Unknown,Simon Høxbro Hansen,2026-04-27 12:48:57+02:00,12,0,0,0,1,0,1,0,0,0.0,0,clean,Python,2024-2026,1.0,,1.0,0.0,0.0,17
scikit-learn/scikit-learn,172bf7a3fda10af5ebb15c8550d1cf245de2603a,172bf7a3fd,CI Update deprecated `auto-activate-base` in `setup-miniconda` action (#33866),other,Unknown,Anne Beyer,2026-04-27 16:14:39+00:00,16,0,0,0,2,2,1,1,0,0.0,0,clean,Python,2024-2026,1.0,,0.67,0.5,0.0,0
scikit-learn/scikit-learn,b85702918af7e0711e07e52c4737b4ece447550e,b85702918a,ENH add array API support for _newton_cg (#33765),feature,Python,Christian Lorentzen,2026-04-27 18:40:49+02:00,18,0,0,0,140,31,2,1,14,5.86,0,clean,Python,2024-2026,1.0,,4.38,0.33,1.95,0
scikit-learn/scikit-learn,b032031a8390b8b0369bd4e3715a88b18c900287,b032031a83,:lock: :robot: CI Update lock files for scipy-dev CI build(s) :lock: :robot: (#33862)  Co-authored-by: Lock file bot <noreply@github.com> Co-authored-by: Olivier Grisel <olivier.grisel@ensta.org>,other,Python,scikit-learn-bot,2026-04-27 18:42:49+02:00,18,0,0,0,7,7,2,2,0,0.0,0,clean,Python,2024-2026,1.0,,0.88,0.67,0.0,0
keras-team/keras,9ecb03ec5a8d15b122ea1bfffde5cb06824537e2,9ecb03ec5a,dd warnings for shuffle=True parameter on dataset adapters (#22777)  * Add waring for dataset adapters  * format fix,bugfix,Python,andersendsa,2026-04-27 19:04:40-07:00,19,0,0,0,41,32,1,0,1,31.0,0,clean,Python,2024-2026,1.0,,1.24,0.0,15.5,0
keras-team/keras,1348a413e403fde5b70c29c1b14f25c91163c40c,1348a413e4,[OpenVINO] Partial upgrade to opset16 for select operations (#22600)  * [OpenVINO] Partial upgrade to opset16  * refactor helper func  * implement istft  * check window val first  * fix segment_max,bugfix,Python,Aditya Goyal,2026-04-27 19:20:22-07:00,19,0,0,0,226,133,2,1,6,9.17,0,clean,Python,2024-2026,1.0,,1.69,0.33,3.06,0
keras-team/keras,a7316d5128dbcb91cdf33a367f55dbc21ab70d39,a7316d5128,"Reject unused registered_name in deserialize_keras_object (#22729)  Previously, when `deserialize_keras_object` fell through the custom-object registry and resolved a class or function as a Keras buil",bugfix,Python,Saumay Khandelwal,2026-04-27 19:23:17-07:00,19,0,0,0,107,0,2,1,9,3.56,0,clean,Python,2024-2026,1.0,,107.0,0.33,1.19,0
keras-team/keras,b477c66fa3e967c2a3f6b6eee0997c1914de0562,b477c66fa3,[Fix] Image padding / cropping validation (#22707)  * Split image padding/cropping validation changes.  Isolate image op validation updates and related tests into a standalone branch for focused revie,bugfix,Python,Chirag Wattamwar,2026-04-27 19:32:10-07:00,19,0,0,0,412,56,2,1,19,4.21,0,clean,Python,2024-2026,1.0,,7.23,0.33,1.4,0
scikit-learn/scikit-learn,14a4af72a72e728a5bc1200ab7f52c39979cf3d7,14a4af72a7,DOC Fix colors in Neighborhood Components Analysis example (#33869),bugfix,Python,Anne Beyer,2026-04-28 09:01:29+00:00,9,1,0,0,7,12,1,0,0,0.0,0,clean,Python,2024-2026,1.0,,0.54,0.0,0.0,0
keras-team/keras,77c4105ca3a0aa74c006b568b6ad1437114c4ac2,77c4105ca3,"Add keras.ops.matrix_rank (#22772)  * Add keras.ops.matrix_rank  Delegates to the native `matrix_rank` on each trainable backend; `tol` maps to torch's `atol`. OpenVINO raises `NotImplementedError`, m",feature,Python,Marcos Ashton,2026-04-28 09:41:44-07:00,9,1,0,0,139,0,12,2,10,1.3,0,clean,Python,2024-2026,1.0,,139.0,0.15,0.1,0
keras-team/keras,8e8428dfb5ad4d0a08bb737ba15bdb8966c6e81f,8e8428dfb5,Optimize common cases for `tree.flatten` and `tree.map_structure`. (#22770)   Move single-tensor fast paths into tree.flatten and tree.map_structure,other,Python,Marcos Ashton,2026-04-28 11:05:52-07:00,11,1,0,0,12,0,1,0,2,5.0,0,clean,Python,2024-2026,1.0,,12.0,0.0,2.5,0
keras-team/keras,ff1af7502316edf9aae3b6c964e5f5984ccbc910,ff1af75023,[OpenVINO] Improve efficiency by using native ops (#22782)  * [OpenVINO] Improve efficiency of take_along_axis  * use hswish native op  * use native reduce_l1 and reduce_l2 ops  * optimise fold  * log,other,Python,Aditya Goyal,2026-04-28 11:13:57-07:00,11,1,0,0,42,108,3,0,5,10.4,0,clean,Python,2024-2026,1.0,,0.39,0.0,2.6,0
keras-team/keras,7d361120a89f0dd3291cdac087ad319f08681d46,7d361120a8,[OpenVINO] Implement flash_attn and bias support (#22783)  * [OpenVINO] Implement flash_attn and bias support  * fix possible overflow when using f16,bugfix,Python,Aditya Goyal,2026-04-28 11:18:13-07:00,11,1,0,0,25,18,2,1,2,15.0,0,clean,Python,2024-2026,1.0,,1.32,0.33,5.0,0
keras-team/keras,f3b5f1d67192496861bdc4f5e9fa0ef75aad91aa,f3b5f1d671,[OpenVINO] Adjust test tolerances and exclusions (#22784)  * [OpenVINO] Adjust test tolerances and exclusions  * equalization tests  * exclude equalization tests,test,Python,Aditya Goyal,2026-04-28 11:19:16-07:00,11,1,0,0,6,10,4,3,2,2.0,0,clean,Python,2024-2026,1.0,,0.55,0.6,0.4,0
keras-team/keras,c1533777f1d58e3cfcabfdf2b0c7880b502bfcbf,c1533777f1,[OpenVINO] Add Lanczos interpolation support to resize (#22785)  * [OpenVINO] Add Lanczos interpolation support to resize  * add module level computation  ---------  Co-authored-by: hertschuh <1091026,feature,Python,Aditya Goyal,2026-04-28 11:21:33-07:00,11,1,0,0,46,18,3,2,2,17.0,0,clean,Python,2024-2026,1.0,,2.42,0.5,4.25,0
keras-team/keras,539155077316aa7068ebe0dc703e962723c658b3,5391550773,[OpenVINO] Fix predict for models with non JIT compatible layers (#22786)  * [OpenVINO] Fix predict for models with non JIT compatible layers  * address review comments,bugfix,Python,Aditya Goyal,2026-04-28 11:23:51-07:00,11,1,0,0,17,5,2,1,2,3.0,0,clean,Python,2024-2026,1.0,,2.83,0.33,1.0,0
scikit-learn/scikit-learn,09cf5ad7be14a348d9a4915e6c61cdeee1733259,09cf5ad7be,DOC Update examples for `DecisionBoundaryDisplay` (#33805),docs,Python,Anne Beyer,2026-04-28 11:25:12+02:00,11,1,0,0,74,23,1,0,1,22.0,0,clean,Python,2024-2026,1.0,,3.08,0.0,11.0,0
scikit-learn/scikit-learn,340032f593611708ad24f115eb5982deb2059a2a,340032f593,DOC Update parameter docstring to array-like in ranking metrics (#33881),docs,Python,Lucy Liu,2026-04-28 11:26:19+02:00,11,1,0,0,4,4,1,0,2,5.5,0,clean,Python,2024-2026,1.0,,0.8,0.0,2.75,0
scikit-learn/scikit-learn,9ce4875b220cc72cf055f7ad021ef2100355c349,9ce4875b22,DOC Remove dtype specification in clustering metric docstrings (#33880),docs,Python,Lucy Liu,2026-04-28 11:26:48+02:00,11,1,0,0,12,12,1,0,7,2.71,0,clean,Python,2024-2026,1.0,,0.92,0.0,1.36,0
keras-team/keras,76e2eff36622110a9926f09bc6a065095148dc8e,76e2eff366,Fix stale return_attention_scores flag in Attention.compute_output_spec (#22738)  * Fix stale return_attention_scores flag in Attention.compute_output_spec  * Make Attention compute_output_shape state,bugfix,Python,Marcos Ashton,2026-04-28 11:28:07-07:00,11,1,0,0,27,18,2,1,5,2.8,0,clean,Python,2024-2026,1.0,,1.42,0.33,0.93,0
keras-team/keras,68744754bbe7541d93c92e6baf2ac9dd5a4dc916,68744754bb,feat: add sobel_edges op (#22149)  * feat: add sobel_edges op (#22148)  * Optimize sobel_edges to reduce permute operations in PyTorch backend  * Remove redundant if/else in sobel_edges compute_output,feature,Python,timon0305,2026-04-28 11:31:31-07:00,11,1,0,0,259,0,9,1,17,1.76,0,clean,Python,2024-2026,1.0,,259.0,0.1,0.18,0
keras-team/keras,d8708fd9f41bfd55c0ab639f03d024f73aa93321,d8708fd9f4,Add SSIM (Structural Similarity Index) to keras.ops.image (#22103)  * Add SSIM (Structural Similarity Index) to keras.ops.image  Implements `keras.ops.image.ssim` function to compute the Structural Si,bugfix,Python,timon0305,2026-04-28 11:42:00-07:00,11,1,0,0,348,0,4,1,14,1.64,0,clean,Python,2024-2026,1.0,,348.0,0.2,0.33,0
holoviz/holoviews,005686639ec8f459565eefb9a5136ec7d2818053,005686639e,type:  Add type checking on isolated and utility files (#6851),feature,Python,Simon Høxbro Hansen,2026-04-28 12:05:25+02:00,12,1,0,0,838,780,69,27,218,7.4,0,clean,Python,2024-2026,1.0,,1.07,0.39,0.11,17
keras-team/keras,d5e9bc063484816f7bcc8470334697d30fb72822,d5e9bc0634,Skip flaky test on Torch. (#22788)  `lstsq` with `rcond` argument gives inconsistent results.,test,Python,hertschuh,2026-04-28 12:08:14-07:00,12,1,0,0,3,0,1,1,1,4.0,0,clean,Python,2024-2026,1.0,,3.0,0.5,2.0,0
keras-team/keras,06a57da2a7615cd4880c95778bed8b5ad8025699,06a57da2a7,Add solve_triangular implementation for OpenVINO backend (#22588),feature,Python,B Satheesh,2026-04-28 12:10:34-07:00,12,1,0,0,57,3,2,1,1,6.0,0,clean,Python,2024-2026,1.0,,14.25,0.33,2.0,0
scikit-learn/scikit-learn,fa63c604ae9701eb14e0d9fe023a089f4a244a41,fa63c604ae,Update to/from to y_pred/other in array API metric test (#33878),test,Python,Lucy Liu,2026-04-28 12:40:54+05:00,12,1,0,0,17,15,1,1,2,9.0,0,clean,Python,2024-2026,1.0,,1.06,0.5,4.5,0
keras-team/keras,590376e14b2bcb8dd11b5ed69207cc7138dbb0fd,590376e14b,Fixes in `image.py` and `image_test.py`. (#22794)  I manually merged https://github.com/keras-team/keras/pull/22149 and https://github.com/keras-team/keras/pull/22103 in github and it resulted in a mi,bugfix,Python,hertschuh,2026-04-28 16:46:05-07:00,16,1,0,0,7,6,2,1,7,1.14,0,clean,Python,2024-2026,1.0,,1.0,0.33,0.38,0
scikit-learn/scikit-learn,edbf20be15d89210c75ef059a0f7bb470cda195b,edbf20be15,DOC: Note alpha_per_target incompatibility with cv in RidgeCV (#33819),docs,Python,Sophia Houhamdi,2026-04-28 17:13:15+02:00,17,1,0,0,2,0,1,0,0,0.0,0,clean,Python,2024-2026,1.0,,2.0,0.0,0.0,0
keras-team/keras,5d10c0dd2dab0ea967b9ff32daeaa396ad20f83a,5d10c0dd2d,Issue 22538 Extension: Removing symbolic tensor support from multiple window functions. (#22793)  * removed symbolic tensor from window function  * fix: fixed typo  * fix: openvino backend to handle w,bugfix,Python,Gaurav Gaonkar,2026-04-28 22:36:30-07:00,22,1,0,1,72,66,3,1,21,1.29,0,clean,Python,2024-2026,1.0,,1.07,0.25,0.32,0
holoviz/holoviews,4308bd8accc5764a27013753261ad899a40f7514,4308bd8acc,type: Update ty version and small fixes (#6859),bugfix,Python,Simon Høxbro Hansen,2026-04-29 07:48:34+00:00,7,2,0,0,9,9,4,0,2,5.0,0,clean,Python,2024-2026,1.0,,0.9,0.0,1.0,17
keras-team/keras,3c28d909cf728796be778779390116a42fda6f39,3c28d909cf,Introduce SUPPORTS_COMPLEX_DTYPES (#22790)  * Introduce SUPPORTS_COMPLEX_DTYPES  * test_conjugate for complex dtype,test,Python,Aditya Goyal,2026-04-29 09:28:10-07:00,9,2,0,0,43,8,15,5,0,0.0,0,clean,Python,2024-2026,1.0,,4.78,0.31,0.0,0
keras-team/keras,b1859b15ba54be498616a686bfe64b6183370739,b1859b15ba,Allow plain callables as Regularizers. (#22795)  Similar to https://github.com/keras-team/keras/pull/22730 but for regularizers.  Note that Keras 2 supported plain callables.,other,Python,hertschuh,2026-04-29 09:30:36-07:00,9,2,0,0,41,6,2,1,5,1.4,0,clean,Python,2024-2026,1.0,,5.86,0.33,0.47,0
holoviz/holoviews,8656b31e8a6a66cbea78b6f5d9f3ba5dab43d242,8656b31e8a,ci: Harden with zizmor (#6860),other,Unknown,Simon Høxbro Hansen,2026-04-29 11:56:41+02:00,11,2,0,0,124,61,8,2,0,0.0,0,clean,Python,2024-2026,1.0,,2.0,0.22,0.0,17
holoviz/holoviews,e878fc5d3fffbf36d614fb643fc09486b165bea1,e878fc5d3f,test: dask is installed but pyarrow is not (#6861),test,Python,Simon Høxbro Hansen,2026-04-29 14:28:42+02:00,14,2,0,0,4,4,1,0,2,2.0,0,clean,Python,2024-2026,1.0,,0.8,0.0,1.0,17
scikit-learn/scikit-learn,f1cc4e79929384a8ab53984452bf683ac3315bfa,f1cc4e7992,Register `dpnp` as a new array API namespace to test against (#32460)  Co-authored-by: Tim Head <betatim@gmail.com>,feature,Python,Olivier Grisel,2026-04-29 14:56:40+00:00,14,2,0,0,45,9,3,1,7,9.43,0,clean,Python,2024-2026,1.0,,4.5,0.25,2.36,0
keras-team/keras,bac7b6d6926a74e326c27e17c96973d5ab24bbb9,bac7b6d692,Improve validation and error reporting in `Functional.from_config`. (#22800)  Also allow many of the tests in `functional_test.py` to run even with non-trainable backends because they're not using `fi,test,Python,hertschuh,2026-04-29 15:44:48-07:00,15,2,0,0,81,20,2,1,4,5.75,0,clean,Python,2024-2026,1.0,,3.86,0.33,1.92,0
keras-team/keras,1e6b69bca878bfb24d6bbea1309518a4950b7c50,1e6b69bca8,"Add keras.ops.pinv (#22763)  * Add keras.ops.pinv  Delegates to the native `pinv` on each trainable backend; `rcond` maps to torch's `rtol`. OpenVINO raises `NotImplementedError`, matching the existin",feature,Python,Marcos Ashton,2026-04-29 17:12:26-07:00,17,2,0,0,139,0,12,2,12,1.25,0,clean,Python,2024-2026,1.0,,139.0,0.15,0.1,0
keras-team/keras,dce56d11df0526bb59d2718404502de77223e01b,dce56d11df,keras to torch export (#22797)  * Add PyTorch ExportedProgram export  * Address review: fix slice_update slow path for torch.export traceability  - Replace .tolist() + Python slices with torch.arange ,bugfix,Python,RAHUL KUMAR,2026-04-29 17:50:45-07:00,17,2,0,0,774,24,7,1,36,2.92,0,clean,Python,2024-2026,1.0,,30.96,0.12,0.36,0
keras-team/keras,534a1e7314998e91b8c0e29a56c68d5cdd58f5b1,534a1e7314,Fix: compute_fans logic for kernel with rank greater than 2 (#22789)  * removed symbolic tensor from window function  * reformatted the code  * fix: correct compute fans calculation for attention  * f,bugfix,Python,Gaurav Gaonkar,2026-04-29 18:01:57-07:00,18,2,0,0,235,27,4,2,16,4.88,0,clean,Python,2024-2026,1.0,,8.39,0.4,0.98,0
keras-team/keras,01bf43ab71f4720ec1c8c0a81cb38aebb7a3e1b7,01bf43ab71,"Add CTC beam search decoder for torch backend (#22799)  * Add CTC beam search decoder for torch backend  * Address Gemini review: name hash constant, drop neg_inf tensor alloc",feature,Python,Marcos Ashton,2026-04-30 09:13:44-07:00,9,3,0,0,231,9,2,1,8,2.0,0,clean,Python,2024-2026,1.0,,23.1,0.33,0.67,0
scikit-learn/scikit-learn,4fd35ca21add0a9fb2ce0e51c412cdf13f59c147,4fd35ca21a,TST: Array API: Skip float64 tests for any float32-limited device (#33895)  Co-authored-by: Olivier Grisel <olivier.grisel@ensta.org>,test,Python,Arthur Lacote,2026-04-30 12:27:49+02:00,12,3,0,0,97,75,29,28,67,3.97,0,clean,Python,2024-2026,1.0,,1.28,0.93,0.13,0
